country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year,gdp_per_capita,generation
Czech Republic,1986,female,35-54 years,1031,17742831,31.51,Czech Republic1994,,"47,554,674,591",28083,Generation X
Uruguay,1996,female,15-24 years,41,1001983,21.95,Azerbaijan1997,0.871,"3,962,710,163",7881,Generation X
Iceland,2009,male,35-54 years,904,3699473,23.37,Ireland1992,0.64,"55,985,506,499",7794,Boomers
Israel,1987,male,35-54 years,170,2440020,19.33,Israel1999,,"117,189,920,212",2723,Boomers
Belize,2004,female,55-74 years,1,609220,1.35,Germany2015,,"3,375,611,100,742",6259,Silent
Luxembourg,2009,female,75+ years,48,1031502,2.52,Luxembourg1994,0.91,"1,080,642,033",103308,Silent
Slovenia,2003,female,35-54 years,17,3281491,17.13,Qatar2012,,"186,833,516,484",2421,Boomers
Suriname,1997,male,5-14 years,0,109042,0.32,Slovenia2002,,"23,563,576,758",4347,Millenials
Bulgaria,2014,female,35-54 years,7,228080,0.72,Bulgaria2005,0.765,"29,636,617,750",15439,Boomers
Paraguay,1985,male,5-14 years,0,73745,0.3,Portugal1999,,"127,465,545,493",2024,Generation X
Paraguay,1996,male,75+ years,939,405235,94.56,Poland1992,,"94,337,050,693",3264,G.I. Generation
Aruba,2001,female,75+ years,5,278,0.19,Argentina1985,,"88,416,668,900",6207,Silent
Malta,2009,male,55-74 years,18,278,24.32,Singapore2012,,"290,673,681,684",24227,Boomers
United Kingdom,2006,female,5-14 years,3,9005110,2.23,Thailand2004,,"172,895,476,153",6286,Millenials
Chile,1999,female,25-34 years,70,1580793,2.76,Guatemala1999,,"18,318,412,251",26602,Boomers
United States,2005,male,5-14 years,769,21152358,3.24,Guyana1994,,"1,713,771,321",35708,Millenials
Luxembourg,2001,female,75+ years,0,278,0.69,Israel2006,,"153,966,916,311",10281,G.I. Generation
Georgia,2001,female,55-74 years,79,308718,3.57,Germany2010,,"3,417,094,562,649",3931,Silent
Russian Federation,1985,male,75+ years,75,579221,5.37,Saint Lucia1995,,"640,449,501",6345,G.I. Generation
Hungary,2009,male,15-24 years,16,1697889,15.77,Greece1987,,"65,652,751,132",15383,Generation X
Greece,2001,male,15-24 years,0,1174345,3.52,Belarus2003,,"1,612,573,850",11853,Millenials
Turkmenistan,2007,male,75+ years,80,212634,101.95,Turkmenistan2011,,"29,233,333,333",24633,Silent
Switzerland,2007,male,55-74 years,7,58087,0.32,Switzerland2015,,"679,289,166,858",6429,Silent
Colombia,1985,male,5-14 years,85,3248482,29.25,Colombia2006,,"162,590,146,096",28782,Millenials
Hungary,2009,female,55-74 years,95,1434095,10.54,Ecuador2010,,"69,555,367,000",55053,Boomers
Greece,2003,female,15-24 years,11,451794,10.44,Bosnia and Herzegovina2011,,"18,644,723,861",27239,Generation X
Paraguay,2001,male,35-54 years,106,621504,15.84,San Marino1999,,"1,215,640,315",24592,Boomers
Jamaica,2013,female,5-14 years,0,291352,0.07,Italy2007,0.824,"2,203,053,380,783",94075,Generation Z
Belize,1996,male,5-14 years,0,64328,0.0,Mauritius1988,,"2,143,484,488",33320,Millenials
Italy,2000,female,75+ years,61,628640,13.87,Malta2001,0.829,"4,331,870,648",9953,G.I. Generation
Singapore,1991,male,15-24 years,0,105313,11.76,Bulgaria1986,,"20,249,294,118",2797,Generation X
Guatemala,2014,female,25-34 years,6,3034772,4.07,Guatemala1993,,"11,399,942,453",26211,Boomers
Uruguay,2012,female,35-54 years,352,665102,5.76,Uzbekistan1990,0.722,"13,360,607,918",9561,Generation X
Paraguay,1990,female,35-54 years,14,3721461,3.54,Puerto Rico2001,,"69,208,400,000",5835,Boomers
Iceland,2013,female,25-34 years,0,278,2.81,Suriname1996,0.634,"860,630,923",8939,Generation Z
Aruba,1999,male,5-14 years,9,317125,0.64,Aruba2006,,"2,421,474,860",19227,Generation X
Canada,2005,male,75+ years,1103,1054114,11.36,Canada1995,0.891,"86,186,158,685",48115,Silent
Czech Republic,1999,male,25-34 years,1095,9094709,3.76,Cyprus1999,,"10,614,455,232",16249,Boomers
Saint Vincent and Grenadines,1990,male,55-74 years,71,1168359,60.19,Germany1998,0.684,"2,243,225,519,618",8559,G.I. Generation
Seychelles,1985,male,75+ years,243,989159,46.05,Poland2013,,"524,234,322,597",25709,G.I. Generation
Croatia,2010,female,15-24 years,0,83812,0.0,Croatia2011,0.827,"62,375,044,443",4440,Millenials
Switzerland,2004,male,25-34 years,703,3167859,37.55,Sweden2001,,"239,917,320,967",19174,Generation X
Qatar,2013,female,35-54 years,725,3548995,22.72,Russian Federation1994,0.777,"395,077,301,248",6769,Boomers
Guyana,1999,male,25-34 years,19,124684,10.35,Saint Vincent and Grenadines2008,,"695,428,852",1877,Silent
Finland,2012,female,75+ years,19,278,0.36,Czech Republic2008,,"235,718,586,901",33295,Silent
Czech Republic,1989,male,75+ years,19,418902,42.35,Cuba2014,,"80,656,100,000",4525,Silent
Azerbaijan,1987,male,35-54 years,108,1249395,52.95,Sweden1988,,"204,068,257,818",24447,Boomers
Poland,1987,female,35-54 years,296,1507888,4.07,Czech Republic1997,,"61,792,161,168",19032,Boomers
Guatemala,1998,female,75+ years,0,278,0.0,Hungary1996,,"46,659,796,773",2082,Boomers
Mauritius,2010,male,75+ years,0,32994,12.08,Mauritius1994,,"3,558,137,040",8710,Silent
Saint Vincent and Grenadines,1985,female,75+ years,0,278,0.0,Luxembourg2008,,"55,849,686,539",3404,G.I. Generation
France,1992,female,75+ years,893,2234163,58.57,Guyana1992,,"368,281,379",25820,G.I. Generation
Costa Rica,1991,male,25-34 years,43,364084,22.63,Denmark1996,0.836,"187,632,400,366",20959,Boomers
Belgium,1995,male,55-74 years,22,488805,18.4,Luxembourg2011,,"60,004,630,234",50722,G.I. Generation
Malta,2002,female,75+ years,7,278,6.87,Luxembourg2010,0.823,"53,212,476,812",5740,Silent
New Zealand,1997,male,5-14 years,17,458234,0.3,Suriname1997,,"929,607,500",26179,Millenials
Republic of Korea,1999,female,25-34 years,115,3112657,5.28,Qatar2010,,"125,122,306,346",18606,Boomers
El Salvador,2001,male,15-24 years,60,513363,15.69,Cuba2008,,"60,806,300,000",17589,Millenials
Brazil,2001,male,15-24 years,11,326320,34.83,Brazil1985,,"222,942,790,435",25469,Generation X
Norway,2008,male,5-14 years,0,121913,0.46,Norway2008,,"462,554,432,624",31009,Millenials
Bahamas,1985,female,25-34 years,0,48342,0.0,Colombia1992,,"49,279,585,355",33283,Generation X
Brazil,2002,male,55-74 years,65,903728,14.47,Bulgaria1985,,"17,155,421,053",7064,G.I. Generation
Luxembourg,2001,female,75+ years,7,16604,9.04,Saint Vincent and Grenadines1990,,"240,365,259",28112,G.I. Generation
Kuwait,2014,female,25-34 years,172,877422,2.02,United Kingdom1989,0.811,"926,884,816,754",47195,Millenials
Slovenia,2011,female,75+ years,5,242151,0.0,Spain1995,0.91,"612,939,685,081",88292,Millenials
Trinidad and Tobago,1997,female,75+ years,5,278,0.29,Czech Republic2013,,"209,402,444,996",2121,Silent
Cuba,2003,female,75+ years,221,1283708,7.89,Belgium2015,,"28,101,000,000",5725,Silent
Italy,1997,female,75+ years,104,2889673,10.76,Italy1988,,"888,667,913,419",21781,G.I. Generation
Uzbekistan,2012,male,55-74 years,348,561055,3.14,Belarus1990,0.9,"4,246,600,000",44658,Silent
Hungary,2012,female,15-24 years,79,1450181,7.31,Iceland2006,0.821,"17,048,647,568",16686,Millenials
Lithuania,1987,male,55-74 years,9,51711,2.59,Saint Lucia1987,,"319,998,987",11027,Generation X
Poland,2004,female,55-74 years,0,52178,2.1,Poland1993,,"96,045,645,026",6896,Silent
Romania,1986,female,55-74 years,6208,2077829,55.94,Saint Lucia1993,,"574,870,405",2677,Boomers
Austria,1994,female,55-74 years,74,3266314,11.17,Austria1997,,"212,790,348,405",19379,Boomers
Saint Vincent and Grenadines,2006,male,55-74 years,0,278,0.0,Paraguay2013,0.686,"28,965,906,502",5549,Silent
Kazakhstan,2009,female,55-74 years,112,120219,2.21,Ireland2010,,"221,951,354,762",12854,Silent
Bahamas,2009,female,35-54 years,9,44854,4.51,Argentina2001,,"2,068,526,522",19406,Boomers
Qatar,2004,male,15-24 years,10,194978,6.69,Paraguay1990,,"5,695,201,563",8175,Millenials
Lithuania,2011,male,35-54 years,90,420872,41.74,Czech Republic2012,,"207,376,427,021",24576,Generation X
Guatemala,1985,female,75+ years,24,278,5.33,South Africa2014,0.755,"350,904,575,292",2376,G.I. Generation
Republic of Korea,1998,female,55-74 years,470,1296384,8.92,Costa Rica2014,,"50,577,769,838",3597,Silent
Australia,2013,female,5-14 years,15,67476,1.55,Iceland1996,,"7,330,965,239",4110,Millenials
Finland,2000,male,55-74 years,11,278,0.75,Guatemala2014,,"58,722,323,918",1598,G.I. Generation
Italy,2014,male,35-54 years,676,17966470,20.5,Armenia2002,,"2,376,335,048",53315,Silent
El Salvador,1998,male,15-24 years,19,396942,55.38,El Salvador1991,,"5,252,342,400",1646,Generation X
Philippines,2002,female,75+ years,73,3537433,31.18,Qatar2015,,"164,641,483,516",17633,Silent
Antigua and Barbuda,2008,female,5-14 years,0,94578,0.0,Bahrain1999,,"6,621,010,372",12120,Millenials
Argentina,2001,female,35-54 years,12,1730801,3.83,Switzerland2015,,"679,289,166,858",3186,Boomers
Guatemala,2002,female,35-54 years,299,3193971,2.8,Iceland1988,0.842,"6,016,168,896",18551,Boomers
Greece,1999,male,5-14 years,90,527806,3.72,Greece1995,,"136,878,366,230",8926,Millenials
Saint Vincent and Grenadines,1997,female,5-14 years,0,278,0.4,Serbia2007,,"40,289,556,656",3729,Generation X
Switzerland,1987,female,15-24 years,12,178831,4.94,United States2006,,"13,855,888,000,000",16827,Generation X
New Zealand,1997,female,35-54 years,48,297887,5.3,Saint Vincent and Grenadines2005,,"550,728,667",8344,Generation X
Argentina,2009,female,35-54 years,18,755562,4.18,United States1988,,"5,252,629,000,000",38076,Millenials
Israel,2005,female,75+ years,0,417706,0.47,Kazakhstan1991,,"24,906,939,560",6404,Silent
Australia,2005,male,75+ years,62,116822,10.73,Mauritius1990,,"176,192,886,551",7845,Silent
Kazakhstan,2009,female,35-54 years,110,3913679,3.21,Kazakhstan1996,,"21,035,357,833",9389,Silent
Armenia,2004,male,5-14 years,0,304432,0.21,Trinidad and Tobago2002,0.703,"9,008,273,721",16964,Generation Z
Antigua and Barbuda,1993,male,5-14 years,0,278,0.23,Costa Rica1996,,"11,618,286,553",14096,Generation X
Austria,2004,male,25-34 years,114,3668515,68.29,United Kingdom2010,,"2,441,173,394,730",19083,Generation X
Finland,1991,female,25-34 years,566,989825,6.41,Finland2015,,"232,464,833,066",13018,Generation X
Finland,1996,female,25-34 years,10,3011,3.81,Portugal2000,,"118,358,489,958",5820,Silent
Guatemala,2013,female,25-34 years,82,456201,42.11,Guatemala2002,,"20,776,669,467",18685,Generation X
Trinidad and Tobago,1999,male,35-54 years,20,101908,17.98,Ireland2006,,"232,085,535,065",1851,Silent
Colombia,2010,female,5-14 years,68,543151,1.5,Barbados1993,,"2,046,189,032",3641,Millenials
Turkmenistan,1997,female,55-74 years,53,611549,12.11,Turkmenistan1997,,"2,450,084,970",15199,Silent
Spain,1987,female,15-24 years,13,646979,10.38,Ecuador1986,,"15,314,143,988",4083,Generation X
Kuwait,2002,female,75+ years,12,257245,0.47,Ireland2006,,"275,020,023,436",43775,Silent
New Zealand,1985,male,55-74 years,5,27225,42.85,Nicaragua2014,,"11,880,438,824",2835,G.I. Generation
Croatia,2003,female,55-74 years,8,242649,5.07,Portugal1995,0.829,"118,133,634,072",25234,Silent
Argentina,1986,male,35-54 years,38,3205748,21.82,Denmark2007,,"181,977,476,217",18300,Boomers
Ukraine,2014,female,35-54 years,219,1416959,24.76,Belarus1999,,"12,138,486,532",20820,Boomers
Bulgaria,1993,male,75+ years,215,1293842,86.65,Sweden2006,,"420,032,121,656",3870,Silent
Guatemala,1994,male,25-34 years,328,3345745,6.73,France1996,0.587,"1,605,675,086,550",23204,Generation X
Switzerland,1999,female,25-34 years,11,666206,3.88,Paraguay1991,,"6,984,367,763",4202,Boomers
Iceland,1986,female,35-54 years,0,730723,0.0,Iceland1991,,"6,807,365,898",6419,Boomers
Uzbekistan,1988,female,55-74 years,10,3006096,0.27,Barbados2008,,"4,607,300,000",1868,Silent
Guatemala,2009,male,25-34 years,0,470242,2.78,Croatia1997,0.618,"23,822,087,053",1712,Generation X
Germany,1997,male,75+ years,606,3777307,46.41,Germany2005,,"2,861,410,272,354",22816,G.I. Generation
United Kingdom,2003,male,35-54 years,4843,19216773,16.53,Turkmenistan2013,,"39,197,543,860",34275,Boomers
El Salvador,1997,female,35-54 years,12,98003,0.45,Panama1999,,"12,130,252,200",978,Boomers
Lithuania,1985,male,15-24 years,0,138697,0.35,Barbados1991,,"2,007,109,829",3461,Generation X
Costa Rica,2007,female,35-54 years,19,1253405,6.36,Argentina1987,0.709,"111,106,191,358",9458,Boomers
Republic of Korea,2000,male,35-54 years,23,84926,15.98,Qatar2010,,"125,122,306,346",23862,Boomers
Malta,2016,female,25-34 years,18,220748,3.55,Netherlands1997,0.768,"412,199,006,099",15049,Millenials
El Salvador,2010,female,5-14 years,0,278,0.21,Czech Republic2012,,"207,376,427,021",5006,Generation Z
United States,2006,male,5-14 years,3405,22829378,0.46,United States1985,,"4,346,734,000,000",27967,Millenials
Suriname,2014,male,5-14 years,6,2767032,0.23,Suriname2011,0.679,"4,422,276,622",29747,Millenials
Slovenia,2001,male,55-74 years,1093,1754462,93.04,Spain1999,,"633,194,118,900",27735,Silent
Slovakia,1991,female,75+ years,12,105080,3.21,Mauritius2015,,"11,692,287,066",22808,G.I. Generation
Belarus,2001,male,15-24 years,71,386468,0.05,Belarus2008,,"60,763,483,146",51652,Millenials
Ukraine,1999,female,55-74 years,839,2744369,6.18,Australia2007,,"851,962,785,585",4897,Boomers
Turkmenistan,2011,female,5-14 years,10,1250300,0.52,Trinidad and Tobago1999,,"6,808,982,521",1740,Generation Z
Barbados,1986,female,5-14 years,0,22710,0.0,El Salvador1991,0.662,"5,252,342,400",16415,Generation Z
Suriname,1987,male,35-54 years,3,96170,14.29,Colombia1995,,"92,507,279,383",2662,Boomers
Costa Rica,2000,female,5-14 years,2,374871,0.06,Puerto Rico1993,,"36,922,456,000",1372,Millenials
Norway,1985,male,75+ years,85,278,60.29,Norway2002,,"195,418,347,153",14567,G.I. Generation
Guyana,2003,female,5-14 years,819,2155640,2.94,El Salvador1991,,"5,252,342,400",20985,Millenials
Jamaica,2005,female,55-74 years,10,31600,2.48,Jamaica2002,,"9,694,169,757",7572,Silent
Paraguay,1998,male,25-34 years,18,274555,75.39,Republic of Korea1986,,"115,537,126,326",2208,G.I. Generation
Sri Lanka,1986,female,35-54 years,793,1102727,12.41,New Zealand2008,,"133,279,679,483",251,Boomers
Kuwait,2014,female,25-34 years,21,1483902,1.11,Bulgaria2004,0.886,"25,957,970,922",54581,Millenials
Paraguay,1989,female,75+ years,8,40898,3.55,Poland2006,,"344,748,646,558",5413,Generation X
Guyana,2012,female,35-54 years,10,478446,19.1,Hungary1998,0.681,"48,770,466,839",5856,Boomers
Guatemala,2011,female,35-54 years,133,1373822,10.39,Guatemala1999,0.626,"18,318,412,251",1093,Boomers
Saint Lucia,2000,male,35-54 years,0,278,0.0,Singapore2000,,"95,833,932,715",9076,Boomers
Ireland,2003,male,75+ years,13,93273,24.65,Aruba2007,,"2,623,726,257",21874,Silent
Spain,1999,male,35-54 years,523,2443531,48.98,Hungary1997,,"47,290,180,589",33669,Boomers
United States,2006,female,25-34 years,19,185608,0.0,Iceland1997,0.909,"7,548,912,105",66164,Millenials
Sri Lanka,1987,female,25-34 years,4,69290,8.77,Norway1990,,"119,791,683,308",970,Generation X
Kazakhstan,2012,male,35-54 years,16,70432,12.42,Japan1991,,"3,584,420,077,101",9994,Boomers
Hungary,2007,female,75+ years,5,281050,4.42,Hungary2015,,"122,879,042,002",25375,Silent
Poland,2000,male,25-34 years,521,3802267,48.68,Serbia2012,,"40,742,313,861",4805,Generation X
Colombia,2004,female,5-14 years,0,1890219,0.22,Jamaica1987,,"3,286,987,552",28705,Generation Z
Netherlands,2012,female,55-74 years,36,1000923,2.19,Norway1995,0.906,"152,027,402,450",122157,Millenials
Norway,2004,female,35-54 years,21,18763338,4.38,Mexico2008,,"1,109,989,038,339",13557,Boomers
Georgia,2004,male,5-14 years,0,14915,0.64,Germany1999,,"2,199,957,383,337",5282,Millenials
Maldives,1996,male,5-14 years,0,46007,0.13,Ireland2005,,"236,311,336,482",3543,Generation Z
United States,2014,female,25-34 years,47,362790,11.29,Estonia2006,0.904,"16,963,625,016",46096,Generation X
Netherlands,1987,male,25-34 years,98,1807656,22.16,New Zealand1998,,"56,227,696,195",27144,Generation X
Spain,1988,female,25-34 years,998,1351274,3.6,Republic of Korea1986,,"115,537,126,326",23926,Boomers
Turkmenistan,2000,male,35-54 years,0,278,1.51,Turkmenistan1993,,"69,736,811,435",2376,Silent
Suriname,2010,female,15-24 years,3,30330,7.77,Suriname1989,0.654,"542,520,000",98463,Millenials
Puerto Rico,1985,female,25-34 years,28,382183,3.96,Romania2002,,"46,174,557,556",8067,Boomers
Brazil,1997,male,5-14 years,249,97829,7.74,Brazil1988,0.812,"330,397,381,998",37034,Boomers
Thailand,1986,female,35-54 years,109,2399812,5.06,Finland2010,0.657,"9,399,447,609",20402,Boomers
Japan,2008,female,25-34 years,43,55174,7.38,Japan2000,0.817,"4,887,519,660,745",15804,Boomers
United States,1993,female,35-54 years,13,1097310,0.51,Bahamas2007,,"10,618,340,000",2014,Boomers
Bahamas,2011,male,5-14 years,2391,18422450,0.04,Colombia1990,0.922,"400,302,731,411",48064,Generation Z
Thailand,2000,female,5-14 years,147,3109022,0.0,Antigua and Barbuda2007,,"1,311,401,333",6372,Generation Z
Netherlands,2006,female,35-54 years,4,55957,0.74,Mexico2014,,"1,314,385,330,073",7928,Millenials
Belize,2001,female,55-74 years,14,890968,0.03,Brazil1996,,"850,426,432,992",7651,Silent
Portugal,2008,male,15-24 years,57,589924,9.46,Poland2002,0.905,"198,680,637,255",30690,Millenials
Brazil,1999,male,15-24 years,73,506007,19.59,Greece1992,,"116,224,673,043",24746,Generation X
Antigua and Barbuda,2003,female,75+ years,3,28754,30.21,Antigua and Barbuda2013,,"1,192,925,407",6685,Silent
Armenia,2007,female,5-14 years,0,278,0.0,Mauritius2013,0.823,"12,129,642,296",9614,Millenials
Costa Rica,2008,female,25-34 years,3,427203,5.8,Croatia1997,0.891,"23,822,087,053",56983,Generation Z
Greece,2000,male,55-74 years,4,278,57.26,Singapore2001,,"89,286,208,629",2506,Silent
Uzbekistan,1988,female,75+ years,64,16768114,16.27,United States1997,,"22,823,255,802",251,Boomers
Belgium,2000,female,15-24 years,96,1329036,18.97,Belarus2010,0.777,"57,222,490,769",49921,Millenials
Georgia,2010,female,5-14 years,1,1098223,2.42,France1994,,"1,393,982,750,473",1319,Millenials
Armenia,2014,male,15-24 years,83,278,15.9,Singapore2008,,"192,225,881,688",45380,Boomers
Romania,1998,male,5-14 years,0,278,0.73,Saint Lucia1986,0.776,"289,689,704",738,Generation X
Finland,2006,male,5-14 years,11,286256,0.6,France1992,,"1,401,465,923,172",27595,Millenials
Belgium,2014,male,5-14 years,0,576564,0.88,Belgium2009,0.896,"484,552,792,442",80162,Generation Z
Russian Federation,1997,male,55-74 years,2175,10138204,31.5,Romania2013,,"191,549,024,911",34306,Silent
Australia,1987,male,25-34 years,781,2622208,12.77,Australia2009,0.835,"926,448,240,318",25945,Generation X
Turkmenistan,1988,female,75+ years,39,1734031,7.99,Turkmenistan1989,,"3,006,988,217",3336,Silent
Germany,2013,male,35-54 years,888,136795,24.99,Poland2009,,"439,796,160,379",27208,Boomers
Iceland,2001,female,35-54 years,4,288979,0.0,Finland1988,,"109,103,056,148",3905,Silent
Guyana,2000,male,25-34 years,13,11642,77.02,Guatemala1998,,"19,395,491,993",251,Silent
Azerbaijan,2001,female,5-14 years,4,322351,0.27,Belgium1987,,"150,194,077,688",4761,Generation Z
Italy,1987,female,55-74 years,77,1088551,4.4,Luxembourg2006,0.671,"42,414,308,117",6504,Silent
Thailand,2013,female,15-24 years,270,1932236,4.12,Thailand1994,0.871,"146,683,499,006",4883,Millenials
Serbia,2006,male,35-54 years,288,1514538,6.12,Singapore1993,,"60,644,572,348",8964,Boomers
Paraguay,1995,female,25-34 years,9,466391,2.9,Czech Republic2001,,"67,523,642,262",2005,Boomers
Turkmenistan,2009,female,75+ years,0,278,3.79,Austria1994,,"203,535,242,742",753,Silent
Mexico,2005,male,15-24 years,125,726774,1.95,Canada1994,,"578,139,279,438",24541,Generation X
Canada,2012,female,5-14 years,0,278,0.0,Hungary1997,0.883,"47,290,180,589",56350,Millenials
Serbia,1985,male,75+ years,104,1222697,62.28,Spain1989,,"413,630,538,018",1199,G.I. Generation
Denmark,2004,male,25-34 years,2169,2328741,51.88,Portugal2001,,"121,545,880,984",30334,Silent
